risk_id,l1,l2,l3,l4_label,match_rank_for_policy,similarity,document_id,year,period,title,title_clean,issuing_institution,doc_type_source_label,publication_source,subject_classification,url,pdf_url,source_quote,source_quote_type,policy_reference,korean_policy_definition
GOVRISK-REF-0066,Governance and accountability failures,Frontier and general-purpose AI governance failures,Systemic-risk governance failures,General-purpose AI incident escalation failure,4,0.6037645381866054,policy_nl_ai_search_storage|UH1_00000139276411,2021,2017-2021,AI기술을 활용한 공공데이터 기반 지역현안 솔루션 개발 및 실용화 = Development of solutions for region issues based on public data using AI technology,AI기술을 활용한 공공데이터 기반 지역현안 솔루션 개발 및 실용화,국가과학기술연구회,정책보고서,,일반공공행정 > 일반행정,,,AI기술을 활용한 공공데이터 기반 지역현안 솔루션 개발 및 실용화,official_title,"국가과학기술연구회 (2021), 「AI기술을 활용한 공공데이터 기반 지역현안 솔루션 개발 및 실용화」","한국 정책보고서에서는 이 위험을 “AI기술을 활용한 공공데이터 기반 지역현안 솔루션 개발 및 실용화”라는 문맥에서 다룬다. 본 연구는 이를 거버넌스, 책임성, 감사, 문서화 또는 제도적 통제 실패와 관련해 한국 정책 문헌에서 관찰되는 'General-purpose AI incident escalation failure' 위험으로 정의한다."
HUMAN-REF-0022,Human agency and interaction harms,Overreliance and unsafe use,Trust calibration failures,Epistemic dependence on AI,2,0.609621161383001,policy_nl_ai_search_storage|UH1_00000113830296,2011,2007-2011,웹 기반 인공지능 기술을 이용한 인터넷 중독의 자동 진단/치료 시스템 개발 = Development of a automatic system for diagnosis/treatment of internet addication using web based artificial intelligence technique,웹 기반 인공지능 기술을 이용한 인터넷 중독의 자동 진단/치료 시스템 개발,교육과학기술부,정책보고서,,,,,웹 기반 인공지능 기술을 이용한 인터넷 중독의 자동 진단/치료 시스템 개발,official_title,"교육과학기술부 (2011), 「웹 기반 인공지능 기술을 이용한 인터넷 중독의 자동 진단/치료 시스템 개발」","한국 정책보고서에서는 이 위험을 “웹 기반 인공지능 기술을 이용한 인터넷 중독의 자동 진단/치료 시스템 개발”라는 문맥에서 다룬다. 본 연구는 이를 인간 자율성, 통제권, 감독, 상호작용 안전성 또는 과의존와 관련해 한국 정책 문헌에서 관찰되는 'Epistemic dependence on AI' 위험으로 정의한다."
HUMAN-REF-0023,Human agency and interaction harms,Overreliance and unsafe use,Critical-use overreliance,Clinical decision-support overreliance,1,0.65757545245647,policy_nl_ai_search_storage|UH1_00000138571498,2021,2017-2021,인공지능 기반 임상의사결정지원시스템 (CDSS) 의료기기의 성능 및 안전성 검증을 위한 질환별 표준데이터 구축 연구 = Standard dataset for validation of performance and safety of clinical decision support system (CDSS) based on artificial intelligence,인공지능 기반 임상의사결정지원시스템 (CDSS) 의료기기의 성능 및 안전성 검증을 위한 질환별 표준데이터 구축 연구,식품의약품안전평가원,정책보고서,,보건 > 보건의료,,,인공지능 기반 임상의사결정지원시스템 (CDSS) 의료기기의 성능 및 안전성 검증을 위한 질환별 표준데이터 구축 연구,official_title,"식품의약품안전평가원 (2021), 「인공지능 기반 임상의사결정지원시스템 (CDSS) 의료기기의 성능 및 안전성 검증을 위한 질환별 표준데이터 구축 연구」","한국 정책보고서에서는 이 위험을 “인공지능 기반 임상의사결정지원시스템 (CDSS) 의료기기의 성능 및 안전성 검증을 위한 질환별 표준데이터 구축 연구”라는 문맥에서 다룬다. 본 연구는 이를 인간 자율성, 통제권, 감독, 상호작용 안전성 또는 과의존와 관련해 한국 정책 문헌에서 관찰되는 'Clinical decision-support overreliance' 위험으로 정의한다."
HUMAN-REF-0023,Human agency and interaction harms,Overreliance and unsafe use,Critical-use overreliance,Clinical decision-support overreliance,1,0.6248243647630426,policy_nl_ai_search_storage|UH1_00000139342300,2022,2022-2026,멀티모달 의료정보를 활용한 설명가능한 인공지능(XAI) 기반의 질병 발생 예측 및 임상 의사결정 지원시스템 (CDSS) 개발 = Development of a disease outbreak prediction and clinical decision support system (CDSS) based on explainable artificial intelligence (XAI) using multimodal medical information,멀티모달 의료정보를 활용한 설명가능한 인공지능(XAI) 기반의 질병 발생 예측 및 임상 의사결정 지원시스템 (CDSS) 개발,과학기술정보통신부,정책보고서,,보건 > 감염병및질병,,,멀티모달 의료정보를 활용한 설명가능한 인공지능(XAI) 기반의 질병 발생 예측 및 임상 의사결정 지원시스템 (CDSS) 개발,official_title,"과학기술정보통신부 (2022), 「멀티모달 의료정보를 활용한 설명가능한 인공지능(XAI) 기반의 질병 발생 예측 및 임상 의사결정 지원시스템 (CDSS) 개발」","한국 정책보고서에서는 이 위험을 “멀티모달 의료정보를 활용한 설명가능한 인공지능(XAI) 기반의 질병 발생 예측 및 임상 의사결정 지원시스템 (CDSS) 개발”라는 문맥에서 다룬다. 본 연구는 이를 인간 자율성, 통제권, 감독, 상호작용 안전성 또는 과의존와 관련해 한국 정책 문헌에서 관찰되는 'Clinical decision-support overreliance' 위험으로 정의한다."
HUMAN-REF-0023,Human agency and interaction harms,Overreliance and unsafe use,Critical-use overreliance,Clinical decision-support overreliance,1,0.6243569924203403,policy_nl_trend|SH2_PLC20190243067,2019,2017-2021,인공지능(AI) 기반 의료기기의 임상 유효성 평가 가이드라인 : 민원인 안내서,인공지능(AI) 기반 의료기기의 임상 유효성 평가 가이드라인 : 민원인 안내서,식품의약품안전처 식품의약품안전평가원,정책자료,,"과학기술 > 과학기술연구, 보건 > 식품의약안전",,,인공지능(AI) 기반 의료기기의 임상 유효성 평가 가이드라인 : 민원인 안내서,official_title,"식품의약품안전처 식품의약품안전평가원 (2019), 「인공지능(AI) 기반 의료기기의 임상 유효성 평가 가이드라인 : 민원인 안내서」","한국 정책보고서에서는 이 위험을 “인공지능(AI) 기반 의료기기의 임상 유효성 평가 가이드라인 : 민원인 안내서”라는 문맥에서 다룬다. 본 연구는 이를 인간 자율성, 통제권, 감독, 상호작용 안전성 또는 과의존와 관련해 한국 정책 문헌에서 관찰되는 'Clinical decision-support overreliance' 위험으로 정의한다."
HUMAN-REF-0023,Human agency and interaction harms,Overreliance and unsafe use,Critical-use overreliance,Clinical decision-support overreliance,4,0.6176844553874092,policy_nl_ai_search_storage|UH1_00000139342692,2022,2022-2026,미가공 지속적 생체징후 감시 자료를 이용한 인공지능 기반 중요 위험 사건의 발생 예측 모델 개발 : 생애첫연구 최종보고서 = Development of artificial intelligence based critical event prediction model using raw data of continuous vital signs,미가공 지속적 생체징후 감시 자료를 이용한 인공지능 기반 중요 위험 사건의 발생 예측 모델 개발 : 생애첫연구 최종보고서,과학기술정보통신부,정책보고서,,보건 > 보건의료,,,미가공 지속적 생체징후 감시 자료를 이용한 인공지능 기반 중요 위험 사건의 발생 예측 모델 개발 : 생애첫연구 최종보고서,official_title,"과학기술정보통신부 (2022), 「미가공 지속적 생체징후 감시 자료를 이용한 인공지능 기반 중요 위험 사건의 발생 예측 모델 개발 : 생애첫연구 최종보고서」","한국 정책보고서에서는 이 위험을 “미가공 지속적 생체징후 감시 자료를 이용한 인공지능 기반 중요 위험 사건의 발생 예측 모델 개발 : 생애첫연구 최종보고서”라는 문맥에서 다룬다. 본 연구는 이를 인간 자율성, 통제권, 감독, 상호작용 안전성 또는 과의존와 관련해 한국 정책 문헌에서 관찰되는 'Clinical decision-support overreliance' 위험으로 정의한다."
HUMAN-REF-0023,Human agency and interaction harms,Overreliance and unsafe use,Critical-use overreliance,Clinical decision-support overreliance,4,0.6165873650525053,policy_nl_trend|SH2_PLC20250361117,2025,2022-2026,사회보장 영역 인공지능 기술 적용의 순기능 및 위험성에 대한 검토,사회보장 영역 인공지능 기술 적용의 순기능 및 위험성에 대한 검토,한국보건사회연구원,보고서,"보건복지포럼, 통권347(2025년 9월)","사회복지 > 사회복지일반, 과학기술 > 과학기술진흥",,,사회보장 영역 인공지능 기술 적용의 순기능 및 위험성에 대한 검토,official_title,"한국보건사회연구원 (2025), 「사회보장 영역 인공지능 기술 적용의 순기능 및 위험성에 대한 검토」","한국 정책보고서에서는 이 위험을 “사회보장 영역 인공지능 기술 적용의 순기능 및 위험성에 대한 검토”라는 문맥에서 다룬다. 본 연구는 이를 인간 자율성, 통제권, 감독, 상호작용 안전성 또는 과의존와 관련해 한국 정책 문헌에서 관찰되는 'Clinical decision-support overreliance' 위험으로 정의한다."
HUMAN-REF-0023,Human agency and interaction harms,Overreliance and unsafe use,Critical-use overreliance,Clinical decision-support overreliance,1,0.6126298089944296,policy_nl_ai_search_storage|UH1_00000139342186,2022,2022-2026,말기 암 환자의 연명의료 의사결정 지원을 위한 인공 지능 CDSS (clinical decision support system) 개발 및 검증 = Developing AI-based clinical decision support system (CDSS) to support advance-directives of advanced cancer patients,말기 암 환자의 연명의료 의사결정 지원을 위한 인공 지능 CDSS (clinical decision support system) 개발 및 검증,과학기술정보통신부,정책보고서,,통신 > 방송통신,,,말기 암 환자의 연명의료 의사결정 지원을 위한 인공 지능 CDSS (clinical decision support system) 개발 및 검증,official_title,"과학기술정보통신부 (2022), 「말기 암 환자의 연명의료 의사결정 지원을 위한 인공 지능 CDSS (clinical decision support system) 개발 및 검증」","한국 정책보고서에서는 이 위험을 “말기 암 환자의 연명의료 의사결정 지원을 위한 인공 지능 CDSS (clinical decision support system) 개발 및 검증”라는 문맥에서 다룬다. 본 연구는 이를 인간 자율성, 통제권, 감독, 상호작용 안전성 또는 과의존와 관련해 한국 정책 문헌에서 관찰되는 'Clinical decision-support overreliance' 위험으로 정의한다."
HUMAN-REF-0023,Human agency and interaction harms,Overreliance and unsafe use,Critical-use overreliance,Clinical decision-support overreliance,3,0.6032815963088747,policy_nl_trend|SH2_PLC20190243068,2019,2017-2021,빅데이터 및 인공지능(AI) 기술이 적용된 의료기기의 허가·심사 가이드라인 : 민원인 안내서,빅데이터 및 인공지능(AI) 기술이 적용된 의료기기의 허가·심사 가이드라인 : 민원인 안내서,식품의약품안전처 식품의약품안전평가원,정책자료,,"과학기술 > 과학기술연구, 보건 > 식품의약안전",,,빅데이터 및 인공지능(AI) 기술이 적용된 의료기기의 허가·심사 가이드라인 : 민원인 안내서,official_title,"식품의약품안전처 식품의약품안전평가원 (2019), 「빅데이터 및 인공지능(AI) 기술이 적용된 의료기기의 허가·심사 가이드라인 : 민원인 안내서」","한국 정책보고서에서는 이 위험을 “빅데이터 및 인공지능(AI) 기술이 적용된 의료기기의 허가·심사 가이드라인 : 민원인 안내서”라는 문맥에서 다룬다. 본 연구는 이를 인간 자율성, 통제권, 감독, 상호작용 안전성 또는 과의존와 관련해 한국 정책 문헌에서 관찰되는 'Clinical decision-support overreliance' 위험으로 정의한다."
HUMAN-REF-0023,Human agency and interaction harms,Overreliance and unsafe use,Critical-use overreliance,Clinical decision-support overreliance,1,0.5988670524635684,policy_nl_ai_search_storage|UH1_00000138765770,2020,2017-2021,한국형 고혈압 치료 목표 기준 설정 및 인공 지능 기반 고혈압 합병증 위험도 예측 모델 구축 : 보건의료 빅데이터 연계 및 활용 기반 : 보건의료기술연구개발사업 = Study for the therapeutic standards of Korean hypertension and the development of hypertensive risk prediction model based AI : on the linkage and utilization of healthcare big data,한국형 고혈압 치료 목표 기준 설정 및 인공 지능 기반 고혈압 합병증 위험도 예측 모델 구축 : 보건의료 빅데이터 연계 및 활용 기반 : 보건의료기술연구개발사업,보건복지부,정책보고서,,보건 > 보건의료,,,한국형 고혈압 치료 목표 기준 설정 및 인공 지능 기반 고혈압 합병증 위험도 예측 모델 구축 : 보건의료 빅데이터 연계 및 활용 기반 : 보건의료기술연구개발사업,official_title,"보건복지부 (2020), 「한국형 고혈압 치료 목표 기준 설정 및 인공 지능 기반 고혈압 합병증 위험도 예측 모델 구축 : 보건의료 빅데이터 연계 및 활용 기반 : 보건의료기술연구개발사업」","한국 정책보고서에서는 이 위험을 “한국형 고혈압 치료 목표 기준 설정 및 인공 지능 기반 고혈압 합병증 위험도 예측 모델 구축 : 보건의료 빅데이터 연계 및 활용 기반 : 보건의료기술연구개발사업”라는 문맥에서 다룬다. 본 연구는 이를 인간 자율성, 통제권, 감독, 상호작용 안전성 또는 과의존와 관련해 한국 정책 문헌에서 관찰되는 'Clinical decision-support overreliance' 위험으로 정의한다."
